UDI,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine Name,Vibration [mm/s]
121,CM-01R3,M,302.27888653055584,310.80460198831656,1449.6496444031552,47.171307296361235,140.3107166921108,1,0,0,0,0,0,CNC Machine-01,2.368873740621643
299,SS-02R6,L,303.33195764459884,313.6183255003615,1199.959579797916,64.068583626754,146.0540734437982,0,0,0,0,1,0,Scrap Shredder-02,4.60272296515352
306,WPS-01R6,L,304.72750529973604,314.2284802573637,1358.402248692197,59.10872996312748,189.95260991689977,1,0,0,0,0,0,Water Pump Station-01,1.1134388180211785
232,DP-02R5,L,300.9291079916345,309.0749694993022,1608.2450289864764,43.49167375064367,59.06740701987381,1,0,0,0,0,0,Drill Press-02,1.2585136802208856
14,CM-04R1,M,300.01878957236437,308.3078266743955,1448.987760049673,50.38963764352464,37.500949604096384,1,0,0,0,0,0,CNC Machine-04,2.4296496374683607
204,HP-01R4,M,301.88370365829417,310.05515945301784,1568.9550151715189,40.02264630163435,93.24682252723602,1,0,0,0,0,0,Hydraulic Press-01,0.27111454243330124
355,SC-02R5,H,301.57431073163525,308.5572058523397,1557.9674840183125,42.18216689766633,147.59753828180075,0,0,0,0,0,0,Slab Caster-02,0.4816574176205355
316,HP-01R6,M,300.6518919803209,312.70448366513665,1489.4295779561874,38.72054396894018,131.822558960798,0,0,0,0,0,0,Hydraulic Press-01,3.1501111367403185
99,PSU-02R2,L,302.74805986446654,309.74482525775875,1522.5523342237807,50.04489039046332,186.8195952938211,0,0,0,0,0,0,Pellet Screening Unit-02,1.6267935081510019
114,CB-04R3,L,298.40916946693625,308.21980205623703,1393.4927732451376,44.571235676459025,4.280451903823829,0,0,0,0,0,0,Conveyor Belt-04,2.0967926155449392
171,AF-01R3,M,306.88696866747705,312.14713408025,1202.3885506905197,58.64175241839388,202.87078393728666,1,1,0,0,0,0,Annealing Furnace-01,2.32328425590693
149,HP-01R3,M,300.88632122680707,309.20739297761224,1685.7124409644844,46.7739092863533,69.2823364743318,0,0,0,0,0,0,Hydraulic Press-01,1.6461629537530265
79,MM-03R2,L,306.06621093189545,321.4266510017198,1589.9526470243118,65.6248550706716,91.7387537785457,1,0,0,0,0,1,Milling Machine-03,5.1740780517276095
278,BC-02R4,H,303.4275152863125,311.7238112405606,1430.1205519732396,53.594101859251005,179.8683573718018,0,0,0,0,0,0,BOF Converter-02,1.4086780639339103
132,DP-02R3,L,303.19154344439687,311.0931751035323,1726.0809460623957,37.69445050375672,29.9846827808305,0,0,0,0,0,0,Drill Press-02,1.4936785009758236
275,BC-01R4,H,303.51593602964965,313.3785174866378,1208.314124276441,66.898633084292,201.76872380224674,0,0,0,0,0,0,BOF Converter-01,1.3147469727728496
131,LK-02R2,H,298.8120349356542,310.28154783483546,1489.7253298213172,43.410433133005675,31.708950905605654,0,0,0,0,0,0,Lime Kiln-02,0.1
67,CM-03R2,M,297.8030557092532,309.23135764407846,1570.0807414339502,44.2660969806332,-24.617400467701295,0,0,0,0,0,0,CNC Machine-03,1.5383422902143382
50,TL-02R1,H,304.6110805338861,313.10246864898227,1237.3558050775937,90.18432390280631,252.58114145135048,0,0,0,0,0,0,Torpedo Ladle-02,1.6379240378128945
287,CTF-01R6,L,303.64706397279184,312.92176281992323,1341.6834769547536,66.52854279025964,157.14721966379273,1,0,0,0,1,0,Cooling Tower Fan-01,5.124432291429492
374,BC-02R7,M,299.7414479521812,308.8344008906221,1569.9240435829588,42.09934019177734,94.92641330709262,0,0,0,0,0,0,Billet Caster-02,0.1
174,CM-01R4,M,299.7290241593846,310.99657284620685,1570.8514435728641,44.25073146382379,86.02357171028731,0,0,0,0,0,0,CNC Machine-01,1.8369343155502094
54,AF-01R1,M,301.55014791425054,311.4973603192309,1546.0525014152095,58.091333789721816,108.40511886893006,0,0,0,0,0,0,Annealing Furnace-01,3.9552003113508696
173,AF-02R3,M,305.1779317422242,314.2350522813602,1211.9150384756338,67.84311782621953,205.51268414357983,0,0,0,0,0,0,Annealing Furnace-02,1.1573217276399932
412,MM-03R8,L,303.52168300171644,313.9607184217098,1291.1655111579405,55.259280488808415,197.86873413439372,0,0,0,0,0,0,Milling Machine-03,2.8829875654619332
272,BC-01R5,M,299.6611975324421,308.94336144548544,1533.0244538439026,45.7317784644627,67.4124547579484,0,0,0,0,0,0,Billet Caster-01,1.2195032937643289
410,BC-02R6,H,304.66753260062467,314.6226509978123,1304.0771732790631,63.09573226801997,211.91645236437486,0,0,0,0,0,0,BOF Converter-02,0.22361733540626658
137,CTF-01R3,L,301.6295021362562,310.42190134046155,1505.784037501677,44.234693275847484,139.1005926139196,0,0,0,0,0,0,Cooling Tower Fan-01,1.249075065972768
296,CRM-02R6,M,302.5621352943471,313.577399326587,1415.9004336250537,47.02920504171729,146.42404028364737,0,0,0,0,0,0,Cold Rolling Mill-02,1.2462512777740238
128,MM-03R3,L,303.34490200486414,311.0021049671979,1479.2020686590529,53.57659504576662,163.69897348049764,0,0,0,0,0,0,Milling Machine-03,0.1
240,CTF-02R5,L,298.87104744340655,310.3962802131427,1551.8091668831569,48.86875363073523,12.533171318713496,0,0,0,0,0,0,Cooling Tower Fan-02,0.6938685618112083
251,BF-03R4,H,306.0439739448971,314.16752635393226,1225.0974927473176,64.44608347863257,189.2906460093318,0,0,0,0,0,0,Blast Furnace-03,1.8811495781084093
210,CB-01R5,L,300.1730102931409,309.1014483415744,1511.8694037099156,59.24237963620825,40.768010307130126,0,0,0,0,0,0,Conveyor Belt-01,1.145328576437668
46,BC-01R1,M,300.17710187799725,309.2284165884346,1594.1681865261278,35.12601494383527,80.73541028077976,0,0,0,0,0,0,Billet Caster-01,0.2677500717189996
333,DP-01R7,L,298.15148515750326,306.8875931897701,1624.9571361853286,37.69008221555634,3.325348953771204,0,0,0,0,0,0,Drill Press-01,2.601779447210486
227,CM-01R5,M,306.38315833546733,309.6934083084209,1260.1143484271943,63.70345537943036,209.98568231062853,1,1,0,0,0,0,CNC Machine-01,2.788764552438094
162,WPS-01R3,L,303.78033338162635,310.9051078294955,1557.7706681510485,50.792092879944036,122.83892352272231,0,0,0,0,0,0,Water Pump Station-01,0.6050176212233185
68,GM-01R2,L,300.6625968198909,315.809671723493,1440.5803792514132,58.538308124561574,200.71308432461302,0,0,0,0,0,0,Grinding Machine-01,1.2223548866645901
459,HRM-02R7,H,304.9962289724264,312.430923098152,1440.4872820486548,49.49522720014666,198.1963927534704,0,0,0,0,0,0,Hot Rolling Mill-02,0.1
424,TL-01R6,H,300.08438921209756,309.0383188625406,1540.9921957823797,47.12519095581406,20.42769283049843,0,0,0,0,0,0,Torpedo Ladle-01,1.4510324740906484
285,CM-01R6,M,301.098762817784,312.8786427396622,1441.0564335243712,46.85166855202167,155.26855713442583,0,0,0,0,0,0,CNC Machine-01,2.3890310729842885
247,BF-01R4,H,301.07840577762084,309.2541954456844,1414.942509783092,34.45744544911293,33.7590590504762,0,0,0,0,0,0,Blast Furnace-01,1.9868335941379844
242,SS-01R5,L,304.7655990991589,313.1551364509761,1457.1838245656422,55.980367928385164,145.01905081769982,0,0,0,0,0,0,Scrap Shredder-01,2.73973916395999
150,BF-02R3,H,310.1125454525235,318.9903923267791,1378.1294079470242,64.1434896577957,276.8144759850539,1,0,1,0,0,0,Blast Furnace-02,5.941531088250217
271,EAF-02R5,M,301.90025506624136,313.65312173978657,1497.7911537107911,57.32339078657678,97.20136588603839,0,0,0,0,0,0,Electric Arc Furnace-02,2.81915873026314
75,MM-01R2,L,309.52580245537814,324.20580276421396,1554.8534718707226,67.85178398395671,168.46737999521454,1,1,0,0,0,0,Milling Machine-01,2.5892849476839936
186,LM-01R4,M,314.89725526478514,322.2179201571861,1357.6888001043021,60.3874985098446,267.11626485736,1,0,1,0,0,0,Lathe Machine-01,3.588047278217544
96,HP-02R2,M,303.82084188525255,313.0724051718995,1421.1220112092296,44.816872130435364,173.09989303638773,0,0,0,0,0,0,Hydraulic Press-02,0.8091675757951606
398,GM-02R8,L,302.15605259340197,310.5800084462537,1406.7547169024238,53.474373233068434,90.167280985368,0,0,0,0,0,0,Grinding Machine-02,0.7620360550137197
160,HP-01R3,H,303.31138891183286,312.9554094993761,1427.5648823815131,55.24101233056265,194.58864115251058,0,0,0,0,0,0,Heavy Press-01,2.8632703097299594
17,HRM-02R1,H,304.8188203064175,316.25011275784453,1187.7739366814933,77.18568788524428,220.65724710148842,0,0,0,0,0,0,Hot Rolling Mill-02,1.564511780674763
187,HP-03R3,H,303.4810579004636,312.2382842221025,1341.490407640372,53.297022490459305,222.13902101136597,0,0,0,0,0,0,Heavy Press-03,1.5975418808814175
393,GM-01R8,L,298.8012090522019,308.48945835119764,1513.5376546443938,40.217903889651474,17.101478861239876,0,0,0,0,0,0,Grinding Machine-01,1.637740279897473
193,BC-02R3,H,299.11535929625353,308.6455641322905,1642.879539688981,40.10548258250762,75.02138427513101,0,0,0,0,0,0,BOF Converter-02,1.7653951936952763
498,SS-01R9,L,298.88145785751203,310.1444376212218,1562.4709875210722,47.79173463813181,55.148814104826215,0,0,0,0,0,0,Scrap Shredder-01,4.879504676954327
108,SC-01R2,H,299.19974598319845,310.8617804042173,1437.5760629388317,46.60385271574413,44.179977760817295,0,0,0,0,0,0,Slab Caster-01,1.033557725902317
58,CB-02R2,L,314.06559734966254,321.2041814307148,1291.7724654372919,77.21327369890224,257.4698537527672,1,0,1,0,0,0,Conveyor Belt-02,5.094180711319975
435,CM-01R9,M,304.23934359971537,312.71805902035067,1420.1166047651716,48.254388579282576,114.78914770652024,0,0,0,0,0,0,CNC Machine-01,1.1340522233367634
475,SC-02R7,H,301.4820708993866,307.06641407790073,1597.804767603002,53.25642878320966,103.41417225611283,0,0,0,0,0,0,Slab Caster-02,0.5096603695723152
62,CB-04R2,L,304.73012646515605,313.5569742236377,1214.1738734663286,62.071178028188015,209.08606814674437,0,0,0,0,0,0,Conveyor Belt-04,0.7572178954655329
334,HRM-02R5,H,305.5393619087111,315.72200130567313,1265.217342704326,66.66067733600434,222.83775396630156,0,0,0,0,0,0,Hot Rolling Mill-02,1.242833220898122
387,CM-02R8,M,304.68797666846143,313.09252067583753,1316.1319440438742,54.66336377573627,200.06302494663535,0,0,0,0,0,0,CNC Machine-02,1.674449804913932
31,CTF-01R1,L,303.05701193212167,315.7529760749283,1436.2058298402862,61.29943013446011,77.38205217508622,1,0,0,1,0,0,Cooling Tower Fan-01,4.601739992987291
327,MM-03R7,L,302.78116005042733,320.4168021429755,1527.22327053154,55.44091178961956,125.41811322545108,1,0,1,0,0,0,Milling Machine-03,4.974849078402206
255,HRM-01R4,H,301.0480347512402,311.07064986205637,1630.686074153426,46.868563192528995,54.97328706593964,0,0,0,0,0,0,Hot Rolling Mill-01,2.7093744704824028
463,GM-02R9,L,299.86325823973027,309.50377262473467,1475.692708437329,46.043830600898396,52.40323557105694,0,0,0,0,0,0,Grinding Machine-02,1.049830121191756
428,LK-01R6,H,300.7567995545768,309.5136940048831,1384.4562485123106,51.17996757298543,51.30990325789432,0,0,0,0,0,0,Lime Kiln-01,0.7341043397548033
112,SC-02R2,H,304.32685592467044,315.7867821519309,1194.631816028869,69.92477915343581,215.0098610364439,0,0,0,0,0,0,Slab Caster-02,0.3216209230173708
248,LM-02R5,M,303.40143595932466,314.70061135882014,1381.7899044049298,55.59146984900834,135.09217078632227,0,0,0,0,0,0,Lathe Machine-02,0.1
19,HRM-03R1,H,304.68829530377485,314.22405530919616,1202.5825834758652,73.15118189939518,234.87903457109863,0,0,0,0,0,0,Hot Rolling Mill-03,2.250282811388029
47,PSU-01R1,L,302.35194291137805,316.43195576829925,1303.6751231780331,63.48477629075383,169.95859202168919,0,0,0,0,0,0,Pellet Screening Unit-01,0.967483197003624
417,HP-02R8,M,303.2244839339127,316.1742066811773,1303.4250649818941,64.16198282652802,122.34994832371468,1,1,0,0,0,0,Hydraulic Press-02,1.6010235033778593
176,CM-02R4,M,304.82958448332107,303.7009382023834,1273.2689751690814,61.21905125214111,133.01587024128955,1,1,0,0,0,0,CNC Machine-02,0.28723820504771985
63,CM-01R2,M,302.94485032451536,309.0414490812131,1434.2221145158514,56.131307466035345,143.16766262562638,0,0,0,0,0,0,CNC Machine-01,2.465377129917312
438,PSU-01R8,L,298.35630721895427,310.1151850325543,1584.6664646107902,63.832934671227655,33.55875705562937,0,0,0,0,0,0,Pellet Screening Unit-01,0.2617718446086657
382,AF-02R7,M,297.89042611940397,310.2765681339495,1565.9275030346755,36.18703918591628,14.81018886368838,0,0,0,0,0,0,Annealing Furnace-02,2.1901588870250746
376,GL-01R7,M,305.0970152569511,319.1114715931512,1347.6771328923285,74.79549297403628,194.832699421105,1,0,0,1,0,0,Galvanizing Line-01,3.650122207186445
155,PSU-01R3,L,303.05027369942053,308.3573884411666,1487.644283435023,44.640629042636945,136.231099602717,0,0,0,0,0,0,Pellet Screening Unit-01,0.7966344279169733
109,BC-01R2,M,303.9200977431581,315.67139163900504,1216.9903669142002,79.76732589354154,197.21177289916025,0,0,0,0,0,0,Billet Caster-01,1.434555785591323
400,HRM-02R6,H,302.65848633118,314.972010494653,1387.1761049740383,51.137300947410516,175.8953725470054,0,0,0,0,0,0,Hot Rolling Mill-02,0.2961152560412177
95,HP-01R2,M,300.9686979896883,308.4018490005126,1458.4503445571552,51.832986740350265,24.189129558976497,0,0,0,0,0,0,Hydraulic Press-01,2.2834222550189067
330,BF-03R5,H,298.63945791479665,308.3696237339478,1583.9764075924077,48.498828518082945,23.70584910810066,0,0,0,0,0,0,Blast Furnace-03,0.1
466,HP-02R7,H,303.69233512812417,312.5328584976363,1388.7371916723362,69.39345570843703,156.42558512741297,0,0,0,0,0,0,Heavy Press-02,3.160641837475712
262,EAF-01R5,M,303.9158864356043,311.19380934362937,1522.5445830527115,55.735017354235744,183.7787554578137,0,0,0,0,0,0,Electric Arc Furnace-01,1.3629432863837048
38,HP-01R1,M,300.8868619377403,309.11236876143687,1581.8186550971882,41.49105621710824,119.4522864424486,0,0,0,0,0,0,Hydraulic Press-01,1.6084272946565459
352,CRM-02R7,M,304.23728573438984,313.99572773234706,1264.6387263934357,65.4171145661511,232.5447952350261,0,0,0,0,0,0,Cold Rolling Mill-02,2.226371097777951
140,CRM-03R3,M,305.98813128858626,315.33145322508983,1520.8270114966895,50.53450237890477,157.20414162402074,1,0,0,0,1,0,Cold Rolling Mill-03,3.7306396326272955
485,OSM-01R7,H,311.9704875690921,317.9648853330445,1222.384665513617,81.26151212934298,240.71018760082455,1,0,1,0,0,0,Ore Sintering Machine-01,7.278646084160873
257,HP-01R5,M,306.1667290368978,315.70279229686133,1186.4977036004248,78.72619996126136,233.43382547578125,1,1,0,0,0,0,Hydraulic Press-01,3.593538424132728
422,BC-01R8,M,299.90052375616534,306.7666523454544,1534.4773559829523,42.49297509489984,48.97415371782113,0,0,0,0,0,0,Billet Caster-01,1.6457779278657834
36,SC-01R1,H,299.4982025437093,308.78398988957946,1444.7465858630394,45.18457961592947,48.78797039876813,0,0,0,0,0,0,Slab Caster-01,1.2174378036183682
122,GM-03R3,L,305.90005687434115,311.77366971711905,1321.89267694536,58.71811049455241,177.35353413166496,0,0,0,0,0,0,Grinding Machine-03,2.092610020169984
279,GL-01R5,M,305.307919445059,313.42344258783356,1169.1579962494143,75.19968370686904,166.2434923421671,1,0,0,1,1,0,Galvanizing Line-01,3.1477656395124862
209,EAF-02R4,M,302.0689744904341,311.37042076692336,1474.8255010196092,45.77095213387612,102.37932402688139,0,0,0,0,0,0,Electric Arc Furnace-02,3.27012058961778
26,CRM-01R1,M,298.5408838506502,310.03826951300476,1534.6920247580936,38.5499663427133,19.50580881661867,0,0,0,0,0,0,Cold Rolling Mill-01,0.7300522633728568
446,BF-01R7,H,301.9951935780607,303.2127581992636,1440.207577833104,52.912938551616556,82.67112856923828,1,1,0,0,0,0,Blast Furnace-01,1.233468010708008
235,DP-03R5,L,301.9976626489775,310.09792545742727,1570.4296255812194,42.4404264854341,21.253998511078116,0,0,0,0,0,0,Drill Press-03,2.9845447537892253
261,CB-04R6,L,299.4117829831799,308.1642499622227,1360.18701857829,51.72853437662678,6.24825744618019,0,0,0,0,0,0,Conveyor Belt-04,1.6807931063013455
258,HRM-02R4,H,305.18790273252233,312.7312506166908,1203.2691661549645,63.3547836279823,209.5004067156997,0,0,0,0,0,0,Hot Rolling Mill-02,0.9037741892194164
2,CB-02R1,L,300.3104802464762,308.269485711612,1336.0023908304834,46.70207946985747,46.9869085256366,0,0,0,0,0,0,Conveyor Belt-02,1.8634063655130149
370,EAF-01R7,M,305.19616590755714,312.83516180082967,1216.1312501141695,58.41513674970701,217.09042939718313,0,0,0,0,0,0,Electric Arc Furnace-01,1.5130767450063478
154,EAF-01R3,M,300.32329224778846,310.3493528727832,1501.1116962217818,46.04088735478963,106.0210418565644,0,0,0,0,0,0,Electric Arc Furnace-01,2.675269005142106
60,OSM-01R1,H,301.4048303033907,310.5412478685857,1466.7587169760295,45.39411928835078,79.36229128237,0,0,0,0,0,0,Ore Sintering Machine-01,2.6866169475162045
277,DP-01R6,L,303.9550096224975,306.45304619748543,1292.762314809552,50.05724146170858,102.0441759017305,1,0,0,0,1,0,Drill Press-01,4.41796211062862
27,CRM-02R1,M,304.3023250333339,312.9206410405271,1212.1223489044278,64.88270887312814,196.47515224311604,0,0,0,0,0,0,Cold Rolling Mill-02,2.1955023139243766
402,HRM-03R6,H,305.46943901982513,313.9357094704803,1311.030710931583,62.163936878379225,220.3544773784479,0,0,0,0,0,0,Hot Rolling Mill-03,0.7409727898699332
273,BC-02R5,M,308.37862976384645,313.0519904769135,1133.1632916719143,72.30155149162115,187.95549725614214,1,1,0,0,0,0,Billet Caster-02,3.087491807793512
313,COB-01R4,H,307.2323167006764,312.7449702073262,1262.8550053836666,64.43598053322613,181.3363782125025,0,0,0,0,0,0,Coke Oven Battery-01,1.5468145415857624
473,SC-01R7,H,299.55073400459145,309.16561310899976,1612.9322024591052,48.94852598948223,56.19385508069941,0,0,0,0,0,0,Slab Caster-01,0.1
69,GM-02R2,L,296.6987478641663,308.7728441753566,1466.399601767731,52.88276380366892,1.4679031591041642,0,0,0,0,0,0,Grinding Machine-02,0.879099503115964
301,CRM-03R6,M,305.3061358922771,314.3658982710104,1188.0808133108105,87.89575909490826,235.56152586958353,0,0,0,0,0,0,Cold Rolling Mill-03,3.493765013934063
391,BF-03R6,H,305.71977584047875,314.14078971549895,1246.9747665911561,70.17915562072618,252.90109120480824,0,0,0,0,0,0,Blast Furnace-03,2.1993341135642894
195,CTF-02R4,L,302.58402276297153,322.4429508552351,1386.9116520132482,51.49550400379147,141.91815902173926,1,0,0,0,1,0,Cooling Tower Fan-02,3.8315126060065046
372,BC-01R7,M,307.72665237438184,314.2299653688897,1631.19837051775,51.64189417850881,42.27920764564321,1,1,0,0,0,0,Billet Caster-01,5.298845222023853
494,AF-02R9,M,313.3647870962987,329.98621870547686,1290.6174966781123,76.58967834123689,234.07383581706472,1,0,0,0,0,1,Annealing Furnace-02,5.555941217784535
222,GM-01R5,L,296.8691947000237,307.79093504684033,1436.3723328850635,35.93975419210369,44.77764427207663,0,0,0,0,0,0,Grinding Machine-01,1.9707123786535643
469,BC-01R7,H,299.1347407239399,306.06511703336287,1516.1403127806182,43.92722880729635,-14.71829358965796,0,0,0,0,0,0,BOF Converter-01,0.4435753422817486
87,DP-02R2,L,308.2667627051186,313.308486189194,1143.8173233711514,77.250113668785,247.2328321097333,1,0,0,0,1,0,Drill Press-02,3.8483451428661817
116,TL-01R2,H,305.9146163707521,315.38306241374056,1285.4771953165837,66.08069884220048,220.9783624732812,0,0,0,0,0,0,Torpedo Ladle-01,1.5476011440861832
127,CM-03R3,M,305.2446514233126,315.7413293835316,1273.3465890732912,60.78506388209431,243.46179058392818,0,0,0,0,0,0,CNC Machine-03,2.2544319355107336
115,GL-02R2,M,302.33567312458416,311.66214582323187,1543.9831885899569,36.8905944736517,122.73868122931005,0,0,0,0,0,0,Galvanizing Line-02,2.226320498152883
263,GM-01R6,L,304.07937508768185,311.35476695557725,1361.5447352415576,62.363717614036474,78.55345138918025,0,0,0,0,0,0,Grinding Machine-01,0.5635813139999906
324,BC-01R6,M,301.308819910872,311.83766871783956,1510.8106590851646,47.845635179540146,79.70809717213169,0,0,0,0,0,0,Billet Caster-01,1.3468505597736358
340,DP-03R7,L,303.8219242827237,309.1570688182875,1490.3865305315446,49.2060042845426,161.08670445320575,0,0,0,0,0,0,Drill Press-03,0.1
8,GM-01R1,L,300.64605506061423,310.1577340230309,1569.04446761582,50.817255399610644,86.73937167306651,0,0,0,0,0,0,Grinding Machine-01,0.1
233,OSM-02R3,H,298.92553672860276,308.4774270513707,1494.363315314751,36.51740468339067,45.36578644696276,0,0,0,0,0,0,Ore Sintering Machine-02,0.6532257496587226
339,AF-01R6,M,300.88781304663723,309.77024536325195,1507.7614281165238,53.680347621583046,131.61062865986227,0,0,0,0,0,0,Annealing Furnace-01,1.9285908843133759
495,COB-01R7,H,301.26854240887235,309.6414253525573,1718.271077362285,53.82399547422401,77.05850719043528,0,0,0,0,0,0,Coke Oven Battery-01,0.8721560465164366
78,BF-02R2,H,306.85764015273213,318.1824973956442,1339.3958319677358,61.084587986601555,295.6025766991029,1,0,1,0,0,0,Blast Furnace-02,3.0218128833343147
432,AF-02R8,M,299.38212034317405,310.14758465078387,1415.906837666223,50.13353781398531,51.28215804710441,0,0,0,0,0,0,Annealing Furnace-02,1.3319560456739334
360,SS-02R7,L,299.46587275385406,309.55406214080284,1419.6273763487704,49.66761845165095,52.424455882002746,0,0,0,0,0,0,Scrap Shredder-02,1.3116109432212322
455,LM-01R9,M,299.93840269407957,310.20944500607857,1569.6940788545407,37.45185605357521,62.09953343286388,0,0,0,0,0,0,Lathe Machine-01,1.5173959345421117
221,AF-01R4,M,303.88024799383527,312.5278054048681,1252.0863373951925,58.088554027117084,103.34299979039639,1,0,0,1,0,0,Annealing Furnace-01,2.8309415142771455
136,DP-03R3,L,297.76013858799075,308.22992292282083,1432.5393861624834,52.606421321055514,57.38829381375691,0,0,0,0,0,0,Drill Press-03,1.470652652607249
325,MM-02R7,L,305.46445864535485,314.4600330684677,1169.685859172023,74.61863104729511,201.97585783910395,1,1,1,0,0,0,Milling Machine-02,4.076634435019087
32,BC-01R1,H,304.165747659049,313.97462030480364,1242.911119462445,61.8275233194825,225.39329710805995,0,0,0,0,0,0,BOF Converter-01,0.35474355574738964
66,COB-01R1,H,301.8611108315425,304.9859586351771,1295.3620366497314,51.447553720787276,116.2382483605405,1,0,1,1,0,0,Coke Oven Battery-01,2.6529446919664026
83,HRM-02R2,H,306.07377622231667,322.906376562387,1535.585414055008,57.693857908373026,91.571561135584,1,1,0,0,0,0,Hot Rolling Mill-02,5.572357656848198
367,OSM-02R5,H,302.7591987106843,313.2239060603481,1516.137477495054,51.13439418333722,158.30440114094566,0,0,0,0,0,0,Ore Sintering Machine-02,1.1808612861426808
164,BC-02R3,M,299.43565212049356,307.8309014337407,1498.031079446036,46.20231959690069,33.372626526964865,0,0,0,0,0,0,Billet Caster-02,0.7475963889001579
366,PSU-01R7,L,298.24928107221564,309.91576167456014,1703.3837425567856,53.03913029054005,46.85611404084763,0,0,0,0,0,0,Pellet Screening Unit-01,2.076541353093787
39,SC-02R1,H,297.5138806398146,308.21953789834345,1422.5745708247498,39.01284275369845,82.09826448323503,0,0,0,0,0,0,Slab Caster-02,0.36322078281338416
